,Story,Serial,Episode,Serial title,Episode titles,Directed by,Written by,Original air date,Prod.code,UK viewers(millions),AI,Season,Doctor,Lead Actor
405,80,1,4,Terror of the Zygons,"""Part Four""",Douglas Camfield,Robert Banks Stewart,1975-09-20,4F,7.2,54,13,Fourth Doctor,Tom Baker
406,81,2,5,Planet of Evil,"""Part One""",David Maloney,Louis Marks,1975-09-27,4H,10.4,54,13,Fourth Doctor,Tom Baker
407,81,2,6,Planet of Evil,"""Part Two""",David Maloney,Louis Marks,1975-10-04,4H,9.9,56,13,Fourth Doctor,Tom Baker
408,81,2,7,Planet of Evil,"""Part Three""",David Maloney,Louis Marks,1975-10-11,4H,9.1,57,13,Fourth Doctor,Tom Baker
409,81,2,8,Planet of Evil,"""Part Four""",David Maloney,Louis Marks,1975-10-18,4H,10.1,54,13,Fourth Doctor,Tom Baker
410,82,3,9,Pyramids of Mars,"""Part One""",Paddy Russell,Stephen Harris (Lewis Greifer and Robert Holmes),1975-10-25,4G,10.5,54,13,Fourth Doctor,Tom Baker
411,82,3,10,Pyramids of Mars,"""Part Two""",Paddy Russell,Stephen Harris (Lewis Greifer and Robert Holmes),1975-11-01,4G,11.3,54,13,Fourth Doctor,Tom Baker
412,82,3,11,Pyramids of Mars,"""Part Three""",Paddy Russell,Stephen Harris (Lewis Greifer and Robert Holmes),1975-11-08,4G,9.4,54,13,Fourth Doctor,Tom Baker
413,82,3,12,Pyramids of Mars,"""Part Four""",Paddy Russell,Stephen Harris (Lewis Greifer and Robert Holmes),1975-11-15,4G,11.7,60,13,Fourth Doctor,Tom Baker
414,83,4,13,The Android Invasion,"""Part One""",Barry Letts,Terry Nation,1975-11-22,4J,11.9,58,13,Fourth Doctor,Tom Baker
415,83,4,14,The Android Invasion,"""Part Two""",Barry Letts,Terry Nation,1975-11-29,4J,11.3,58,13,Fourth Doctor,Tom Baker
416,83,4,15,The Android Invasion,"""Part Three""",Barry Letts,Terry Nation,1975-12-06,4J,12.1,58,13,Fourth Doctor,Tom Baker
417,83,4,16,The Android Invasion,"""Part Four""",Barry Letts,Terry Nation,1975-12-13,4J,11.4,58,13,Fourth Doctor,Tom Baker
418,84,5,17,The Brain of Morbius,"""Part One""",Christopher Barry,Robin Bland (Terrance Dicks and Robert Holmes),1976-01-03,4K,9.5,58,13,Fourth Doctor,Tom Baker
419,84,5,18,The Brain of Morbius,"""Part Two""",Christopher Barry,Robin Bland (Terrance Dicks and Robert Holmes),1976-01-10,4K,9.3,58,13,Fourth Doctor,Tom Baker
420,84,5,19,The Brain of Morbius,"""Part Three""",Christopher Barry,Robin Bland (Terrance Dicks and Robert Holmes),1976-01-17,4K,10.1,57,13,Fourth Doctor,Tom Baker
421,84,5,20,The Brain of Morbius,"""Part Four""",Christopher Barry,Robin Bland (Terrance Dicks and Robert Holmes),1976-01-24,4K,10.2,57,13,Fourth Doctor,Tom Baker
422,85,6,21,The Seeds of Doom,"""Part One""",Douglas Camfield,Robert Banks Stewart,1976-01-31,4L,11.4,59,13,Fourth Doctor,Tom Baker
423,85,6,22,The Seeds of Doom,"""Part Two""",Douglas Camfield,Robert Banks Stewart,1976-02-07,4L,11.4,59,13,Fourth Doctor,Tom Baker
424,85,6,23,The Seeds of Doom,"""Part Three""",Douglas Camfield,Robert Banks Stewart,1976-02-14,4L,10.3,59,13,Fourth Doctor,Tom Baker
425,85,6,24,The Seeds of Doom,"""Part Four""",Douglas Camfield,Robert Banks Stewart,1976-02-21,4L,11.1,59,13,Fourth Doctor,Tom Baker
426,85,6,25,The Seeds of Doom,"""Part Five""",Douglas Camfield,Robert Banks Stewart,1976-02-28,4L,9.9,59,13,Fourth Doctor,Tom Baker
427,85,6,26,The Seeds of Doom,"""Part Six""",Douglas Camfield,Robert Banks Stewart,1976-03-06,4L,11.5,59,13,Fourth Doctor,Tom Baker
428,86,1,1,The Masque of Mandragora,"""Part One""",Rodney Bennett,Louis Marks,1976-09-04,4M,8.3,58,14,Fourth Doctor,Tom Baker
429,86,1,2,The Masque of Mandragora,"""Part Two""",Rodney Bennett,Louis Marks,1976-09-11,4M,9.8,56,14,Fourth Doctor,Tom Baker
430,86,1,3,The Masque of Mandragora,"""Part Three""",Rodney Bennett,Louis Marks,1976-09-18,4M,9.2,56,14,Fourth Doctor,Tom Baker
431,86,1,4,The Masque of Mandragora,"""Part Four""",Rodney Bennett,Louis Marks,1976-09-25,4M,10.6,56,14,Fourth Doctor,Tom Baker
432,87,2,5,The Hand of Fear,"""Part One""",Lennie Mayne,Bob Baker and Dave Martin,1976-10-02,4N,10.5,56,14,Fourth Doctor,Tom Baker
433,87,2,6,The Hand of Fear,"""Part Two""",Lennie Mayne,Bob Baker and Dave Martin,1976-10-09,4N,10.2,56,14,Fourth Doctor,Tom Baker
434,87,2,7,The Hand of Fear,"""Part Three""",Lennie Mayne,Bob Baker and Dave Martin,1976-10-16,4N,11.1,62,14,Fourth Doctor,Tom Baker
435,87,2,8,The Hand of Fear,"""Part Four""",Lennie Mayne,Bob Baker and Dave Martin,1976-10-23,4N,12.0,62,14,Fourth Doctor,Tom Baker
436,88,3,9,The Deadly Assassin,"""Part One""",David Maloney,Robert Holmes,1976-10-30,4P,11.8,62,14,Fourth Doctor,Tom Baker
437,88,3,10,The Deadly Assassin,"""Part Two""",David Maloney,Robert Holmes,1976-11-06,4P,12.1,59,14,Fourth Doctor,Tom Baker
438,88,3,11,The Deadly Assassin,"""Part Three""",David Maloney,Robert Holmes,1976-11-13,4P,13.0,59,14,Fourth Doctor,Tom Baker
439,88,3,12,The Deadly Assassin,"""Part Four""",David Maloney,Robert Holmes,1976-11-20,4P,11.8,61,14,Fourth Doctor,Tom Baker
440,89,4,13,The Face of Evil,"""Part One""",Pennant Roberts,Chris Boucher,1977-01-01,4Q,10.7,61,14,Fourth Doctor,Tom Baker
441,89,4,14,The Face of Evil,"""Part Two""",Pennant Roberts,Chris Boucher,1977-01-08,4Q,11.1,61,14,Fourth Doctor,Tom Baker
442,89,4,15,The Face of Evil,"""Part Three""",Pennant Roberts,Chris Boucher,1977-01-15,4Q,11.3,59,14,Fourth Doctor,Tom Baker
443,89,4,16,The Face of Evil,"""Part Four""",Pennant Roberts,Chris Boucher,1977-01-22,4Q,11.7,60,14,Fourth Doctor,Tom Baker
444,90,5,17,The Robots of Death,"""Part One""",Michael E. Briant,Chris Boucher,1977-01-29,4R,12.8,62,14,Fourth Doctor,Tom Baker
445,90,5,18,The Robots of Death,"""Part Two""",Michael E. Briant,Chris Boucher,1977-02-05,4R,12.4,62,14,Fourth Doctor,Tom Baker
446,90,5,19,The Robots of Death,"""Part Three""",Michael E. Briant,Chris Boucher,1977-02-12,4R,13.1,62,14,Fourth Doctor,Tom Baker
447,90,5,20,The Robots of Death,"""Part Four""",Michael E. Briant,Chris Boucher,1977-02-19,4R,12.6,57,14,Fourth Doctor,Tom Baker
448,91,6,21,The Talons of Weng-Chiang,"""Part One""",David Maloney,Robert Holmes,1977-02-26,4S,11.3,57,14,Fourth Doctor,Tom Baker
449,91,6,22,The Talons of Weng-Chiang,"""Part Two""",David Maloney,Robert Holmes,1977-03-05,4S,9.8,57,14,Fourth Doctor,Tom Baker
450,91,6,23,The Talons of Weng-Chiang,"""Part Three""",David Maloney,Robert Holmes,1977-03-12,4S,10.2,57,14,Fourth Doctor,Tom Baker
451,91,6,24,The Talons of Weng-Chiang,"""Part Four""",David Maloney,Robert Holmes,1977-03-19,4S,11.4,60,14,Fourth Doctor,Tom Baker
452,91,6,25,The Talons of Weng-Chiang,"""Part Five""",David Maloney,Robert Holmes,1977-03-26,4S,10.1,60,14,Fourth Doctor,Tom Baker
453,91,6,26,The Talons of Weng-Chiang,"""Part Six""",David Maloney,Robert Holmes,1977-04-02,4S,9.3,58,14,Fourth Doctor,Tom Baker
454,92,1,1,Horror of Fang Rock,"""Part One""",Paddy Russell,Terrance Dicks,1977-09-03,4V,6.8,58,15,Fourth Doctor,Tom Baker
455,92,1,2,Horror of Fang Rock,"""Part Two""",Paddy Russell,Terrance Dicks,1977-09-10,4V,7.1,58,15,Fourth Doctor,Tom Baker
456,92,1,3,Horror of Fang Rock,"""Part Three""",Paddy Russell,Terrance Dicks,1977-09-17,4V,9.8,60,15,Fourth Doctor,Tom Baker
457,92,1,4,Horror of Fang Rock,"""Part Four""",Paddy Russell,Terrance Dicks,1977-09-24,4V,9.9,57,15,Fourth Doctor,Tom Baker
458,93,2,5,The Invisible Enemy,"""Part One""",Derrick Goodwin,Bob Baker and Dave Martin,1977-10-01,4T,8.6,57,15,Fourth Doctor,Tom Baker
459,93,2,6,The Invisible Enemy,"""Part Two""",Derrick Goodwin,Bob Baker and Dave Martin,1977-10-08,4T,7.3,57,15,Fourth Doctor,Tom Baker
460,93,2,7,The Invisible Enemy,"""Part Three""",Derrick Goodwin,Bob Baker and Dave Martin,1977-10-15,4T,7.5,57,15,Fourth Doctor,Tom Baker
461,93,2,8,The Invisible Enemy,"""Part Four""",Derrick Goodwin,Bob Baker and Dave Martin,1977-10-22,4T,8.3,60,15,Fourth Doctor,Tom Baker
462,94,3,9,Image of the Fendahl,"""Part One""",George Spenton-Foster,Chris Boucher,1977-10-29,4X,6.7,60,15,Fourth Doctor,Tom Baker
463,94,3,10,Image of the Fendahl,"""Part Two""",George Spenton-Foster,Chris Boucher,1977-11-05,4X,7.5,75,15,Fourth Doctor,Tom Baker
464,94,3,11,Image of the Fendahl,"""Part Three""",George Spenton-Foster,Chris Boucher,1977-11-12,4X,7.9,75,15,Fourth Doctor,Tom Baker
465,94,3,12,Image of the Fendahl,"""Part Four""",George Spenton-Foster,Chris Boucher,1977-11-19,4X,9.1,61,15,Fourth Doctor,Tom Baker
466,95,4,13,The Sun Makers,"""Part One""",Pennant Roberts,Robert Holmes,1977-11-26,4W,8.5,61,15,Fourth Doctor,Tom Baker
467,95,4,14,The Sun Makers,"""Part Two""",Pennant Roberts,Robert Holmes,1977-12-03,4W,9.5,61,15,Fourth Doctor,Tom Baker
468,95,4,15,The Sun Makers,"""Part Three""",Pennant Roberts,Robert Holmes,1977-12-10,4W,8.9,68,15,Fourth Doctor,Tom Baker
469,95,4,16,The Sun Makers,"""Part Four""",Pennant Roberts,Robert Holmes,1977-12-17,4W,8.4,59,15,Fourth Doctor,Tom Baker
470,96,5,17,Underworld,"""Part One""",Norman Stewart,Bob Baker and Dave Martin,1978-01-07,4Y,8.9,65,15,Fourth Doctor,Tom Baker
471,96,5,18,Underworld,"""Part Two""",Norman Stewart,Bob Baker and Dave Martin,1978-01-14,4Y,9.1,65,15,Fourth Doctor,Tom Baker
472,96,5,19,Underworld,"""Part Three""",Norman Stewart,Bob Baker and Dave Martin,1978-01-21,4Y,8.9,65,15,Fourth Doctor,Tom Baker
473,96,5,20,Underworld,"""Part Four""",Norman Stewart,Bob Baker and Dave Martin,1978-01-28,4Y,11.7,65,15,Fourth Doctor,Tom Baker
474,97,6,21,The Invasion of Time,"""Part One""",Gerald Blake,David Agnew (Graham Williams and Anthony Read),1978-02-04,4Z,11.2,56,15,Fourth Doctor,Tom Baker
475,97,6,22,The Invasion of Time,"""Part Two""",Gerald Blake,David Agnew (Graham Williams and Anthony Read),1978-02-11,4Z,11.4,56,15,Fourth Doctor,Tom Baker
476,97,6,23,The Invasion of Time,"""Part Three""",Gerald Blake,David Agnew (Graham Williams and Anthony Read),1978-02-18,4Z,9.5,56,15,Fourth Doctor,Tom Baker
477,97,6,24,The Invasion of Time,"""Part Four""",Gerald Blake,David Agnew (Graham Williams and Anthony Read),1978-02-25,4Z,10.9,56,15,Fourth Doctor,Tom Baker
478,97,6,25,The Invasion of Time,"""Part Five""",Gerald Blake,David Agnew (Graham Williams and Anthony Read),1978-03-04,4Z,10.3,56,15,Fourth Doctor,Tom Baker
479,97,6,26,The Invasion of Time,"""Part Six""",Gerald Blake,David Agnew (Graham Williams and Anthony Read),1978-03-11,4Z,9.8,56,15,Fourth Doctor,Tom Baker
480,98,1,1,The Ribos Operation,"""Part One""",George Spenton-Foster,Robert Holmes,1978-09-02,5A,8.3,59,16,Fourth Doctor,Tom Baker
481,98,1,2,The Ribos Operation,"""Part Two""",George Spenton-Foster,Robert Holmes,1978-09-09,5A,8.1,59,16,Fourth Doctor,Tom Baker
482,98,1,3,The Ribos Operation,"""Part Three""",George Spenton-Foster,Robert Holmes,1978-09-16,5A,7.9,59,16,Fourth Doctor,Tom Baker
483,98,1,4,The Ribos Operation,"""Part Four""",George Spenton-Foster,Robert Holmes,1978-09-23,5A,8.2,67,16,Fourth Doctor,Tom Baker
484,99,2,5,The Pirate Planet,"""Part One""",Pennant Roberts,Douglas Adams,1978-09-30,5B,9.1,61,16,Fourth Doctor,Tom Baker
485,99,2,6,The Pirate Planet,"""Part Two""",Pennant Roberts,Douglas Adams,1978-10-07,5B,7.4,61,16,Fourth Doctor,Tom Baker
486,99,2,7,The Pirate Planet,"""Part Three""",Pennant Roberts,Douglas Adams,1978-10-14,5B,8.2,64,16,Fourth Doctor,Tom Baker
487,99,2,8,The Pirate Planet,"""Part Four""",Pennant Roberts,Douglas Adams,1978-10-21,5B,8.4,64,16,Fourth Doctor,Tom Baker
488,100,3,9,The Stones of Blood,"""Part One""",Darrol Blake,David Fisher,1978-10-28,5C,8.6,64,16,Fourth Doctor,Tom Baker
489,100,3,10,The Stones of Blood,"""Part Two""",Darrol Blake,David Fisher,1978-11-04,5C,6.6,64,16,Fourth Doctor,Tom Baker
490,100,3,11,The Stones of Blood,"""Part Three""",Darrol Blake,David Fisher,1978-11-11,5C,9.3,64,16,Fourth Doctor,Tom Baker
491,100,3,12,The Stones of Blood,"""Part Four""",Darrol Blake,David Fisher,1978-11-18,5C,7.6,67,16,Fourth Doctor,Tom Baker
492,101,4,13,The Androids of Tara,"""Part One""",Michael Hayes,David Fisher,1978-11-25,5D,9.5,67,16,Fourth Doctor,Tom Baker
493,101,4,14,The Androids of Tara,"""Part Two""",Michael Hayes,David Fisher,1978-12-02,5D,10.1,65,16,Fourth Doctor,Tom Baker
494,101,4,15,The Androids of Tara,"""Part Three""",Michael Hayes,David Fisher,1978-12-09,5D,8.9,65,16,Fourth Doctor,Tom Baker
495,101,4,16,The Androids of Tara,"""Part Four""",Michael Hayes,David Fisher,1978-12-16,5D,9.0,66,16,Fourth Doctor,Tom Baker
496,102,5,17,The Power of Kroll,"""Part One""",Norman Stewart,Robert Holmes,1978-12-23,5E,6.5,66,16,Fourth Doctor,Tom Baker
497,102,5,18,The Power of Kroll,"""Part Two""",Norman Stewart,Robert Holmes,1978-12-30,5E,12.4,66,16,Fourth Doctor,Tom Baker
498,102,5,19,The Power of Kroll,"""Part Three""",Norman Stewart,Robert Holmes,1979-01-06,5E,8.9,66,16,Fourth Doctor,Tom Baker
499,102,5,20,The Power of Kroll,"""Part Four""",Norman Stewart,Robert Holmes,1979-01-13,5E,9.9,63,16,Fourth Doctor,Tom Baker
500,103,6,21,The Armageddon Factor,"""Part One""",Michael Hayes,Bob Baker and Dave Martin,1979-01-20,5F,7.5,65,16,Fourth Doctor,Tom Baker
501,103,6,22,The Armageddon Factor,"""Part Two""",Michael Hayes,Bob Baker and Dave Martin,1979-01-27,5F,8.8,65,16,Fourth Doctor,Tom Baker
502,103,6,23,The Armageddon Factor,"""Part Three""",Michael Hayes,Bob Baker and Dave Martin,1979-02-03,5F,7.8,65,16,Fourth Doctor,Tom Baker
503,103,6,24,The Armageddon Factor,"""Part Four""",Michael Hayes,Bob Baker and Dave Martin,1979-02-10,5F,8.6,65,16,Fourth Doctor,Tom Baker
504,103,6,25,The Armageddon Factor,"""Part Five""",Michael Hayes,Bob Baker and Dave Martin,1979-02-17,5F,8.6,65,16,Fourth Doctor,Tom Baker
505,103,6,26,The Armageddon Factor,"""Part Six""",Michael Hayes,Bob Baker and Dave Martin,1979-02-24,5F,9.6,66,16,Fourth Doctor,Tom Baker
506,104,1,1,Destiny of the Daleks,"""Episode One""",Ken Grieve,Terry Nation,1979-09-01,5J,13.0,67,17,Fourth Doctor,Tom Baker
507,104,1,2,Destiny of the Daleks,"""Episode Two""",Ken Grieve,Terry Nation,1979-09-08,5J,12.7,67,17,Fourth Doctor,Tom Baker
508,104,1,3,Destiny of the Daleks,"""Episode Three""",Ken Grieve,Terry Nation,1979-09-15,5J,13.8,63,17,Fourth Doctor,Tom Baker
509,104,1,4,Destiny of the Daleks,"""Episode Four""",Ken Grieve,Terry Nation,1979-09-22,5J,14.4,64,17,Fourth Doctor,Tom Baker
510,105,2,5,City of Death,"""Part One""",Michael Hayes,"David Agnew (Douglas Adams, Graham Williams and David Fisher)",1979-09-29,5H,12.4,64,17,Fourth Doctor,Tom Baker
511,105,2,6,City of Death,"""Part Two""",Michael Hayes,"David Agnew (Douglas Adams, Graham Williams and David Fisher)",1979-10-06,5H,14.1,64,17,Fourth Doctor,Tom Baker
512,105,2,7,City of Death,"""Part Three""",Michael Hayes,"David Agnew (Douglas Adams, Graham Williams and David Fisher)",1979-10-13,5H,15.4,64,17,Fourth Doctor,Tom Baker
513,105,2,8,City of Death,"""Part Four""",Michael Hayes,"David Agnew (Douglas Adams, Graham Williams and David Fisher)",1979-10-20,5H,16.1,64,17,Fourth Doctor,Tom Baker
514,106,3,9,The Creature from the Pit,"""Part One""",Christopher Barry,David Fisher,1979-10-27,5G,9.3,64,17,Fourth Doctor,Tom Baker
515,106,3,10,The Creature from the Pit,"""Part Two""",Christopher Barry,David Fisher,1979-11-03,5G,10.8,67,17,Fourth Doctor,Tom Baker
516,106,3,11,The Creature from the Pit,"""Part Three""",Christopher Barry,David Fisher,1979-11-10,5G,10.2,67,17,Fourth Doctor,Tom Baker
517,106,3,12,The Creature from the Pit,"""Part Four""",Christopher Barry,David Fisher,1979-11-17,5G,9.6,67,17,Fourth Doctor,Tom Baker
518,107,4,13,Nightmare of Eden,"""Part One""",Alan Bromly,Bob Baker,1979-11-24,5K,8.7,67,17,Fourth Doctor,Tom Baker
519,107,4,14,Nightmare of Eden,"""Part Two""",Alan Bromly,Bob Baker,1979-12-01,5K,9.6,67,17,Fourth Doctor,Tom Baker
520,107,4,15,Nightmare of Eden,"""Part Three""",Alan Bromly,Bob Baker,1979-12-08,5K,9.6,67,17,Fourth Doctor,Tom Baker
521,107,4,16,Nightmare of Eden,"""Part Four""",Alan Bromly,Bob Baker,1979-12-15,5K,9.4,65,17,Fourth Doctor,Tom Baker
522,108,5,17,The Horns of Nimon,"""Part One""",Kenny McBain,Anthony Read,1979-12-22,5L,6.0,65,17,Fourth Doctor,Tom Baker
523,108,5,18,The Horns of Nimon,"""Part Two""",Kenny McBain,Anthony Read,1979-12-29,5L,8.8,65,17,Fourth Doctor,Tom Baker
524,108,5,19,The Horns of Nimon,"""Part Three""",Kenny McBain,Anthony Read,1980-01-05,5L,9.8,65,17,Fourth Doctor,Tom Baker
525,108,5,20,The Horns of Nimon,"""Part Four""",Kenny McBain,Anthony Read,1980-01-12,5L,10.4,67,17,Fourth Doctor,Tom Baker
526,109,1,1,The Leisure Hive,"""Part One""",Lovett Bickford,David Fisher,1980-08-30,5N,5.9,67,18,Fourth Doctor,Tom Baker
527,109,1,2,The Leisure Hive,"""Part Two""",Lovett Bickford,David Fisher,1980-09-06,5N,5.0,67,18,Fourth Doctor,Tom Baker
528,109,1,3,The Leisure Hive,"""Part Three""",Lovett Bickford,David Fisher,1980-09-13,5N,5.0,67,18,Fourth Doctor,Tom Baker
529,109,1,4,The Leisure Hive,"""Part Four""",Lovett Bickford,David Fisher,1980-09-20,5N,4.5,65,18,Fourth Doctor,Tom Baker
530,110,2,5,Meglos,"""Part One""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-09-27,5Q,5.0,61,18,Fourth Doctor,Tom Baker
531,110,2,6,Meglos,"""Part Two""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-10-04,5Q,4.2,64,18,Fourth Doctor,Tom Baker
532,110,2,7,Meglos,"""Part Three""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-10-11,5Q,4.7,64,18,Fourth Doctor,Tom Baker
533,110,2,8,Meglos,"""Part Four""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-10-18,5Q,4.7,63,18,Fourth Doctor,Tom Baker
534,111,3,9,Full Circle,"""Part One""",Peter Grimwade,Andrew Smith,1980-10-25,5R,5.9,63,18,Fourth Doctor,Tom Baker
535,111,3,10,Full Circle,"""Part Two""",Peter Grimwade,Andrew Smith,1980-11-01,5R,3.7,63,18,Fourth Doctor,Tom Baker
536,111,3,11,Full Circle,"""Part Three""",Peter Grimwade,Andrew Smith,1980-11-08,5R,5.9,63,18,Fourth Doctor,Tom Baker
537,111,3,12,Full Circle,"""Part Four""",Peter Grimwade,Andrew Smith,1980-11-15,5R,5.4,65,18,Fourth Doctor,Tom Baker
538,112,4,13,State of Decay,"""Part One""",Peter Moffatt,Terrance Dicks,1980-11-22,5P,5.8,65,18,Fourth Doctor,Tom Baker
539,112,4,14,State of Decay,"""Part Two""",Peter Moffatt,Terrance Dicks,1980-11-29,5P,5.3,65,18,Fourth Doctor,Tom Baker
540,112,4,15,State of Decay,"""Part Three""",Peter Moffatt,Terrance Dicks,1980-12-06,5P,4.4,65,18,Fourth Doctor,Tom Baker
541,112,4,16,State of Decay,"""Part Four""",Peter Moffatt,Terrance Dicks,1980-12-13,5P,5.4,69,18,Fourth Doctor,Tom Baker
542,113,5,17,Warriors' Gate,"""Part One""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-03,5S,7.1,59,18,Fourth Doctor,Tom Baker
543,113,5,18,Warriors' Gate,"""Part Two""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-10,5S,6.7,59,18,Fourth Doctor,Tom Baker
544,113,5,19,Warriors' Gate,"""Part Three""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-17,5S,8.3,59,18,Fourth Doctor,Tom Baker
545,113,5,20,Warriors' Gate,"""Part Four""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-24,5S,7.8,59,18,Fourth Doctor,Tom Baker
